,Unnamed: 0,LOCATION,TIME,Germany_unemployment_rate,index,time_close,BTC_closing_price,yfit,xfit
391,,,,,,,,3.9245203519859446,16315.886516516515
392,,,,,,,,3.926419390673493,16357.219789789788
393,,,,,,,,3.9283026859385997,16398.553063063064
394,,,,,,,,3.9301701216866505,16439.886336336334
395,,,,,,,,3.932021582886319,16481.21960960961
396,,,,,,,,3.933856955569558,16522.552882882883
397,,,,,,,,3.935676126831609,16563.886156156157
398,,,,,,,,3.9374789848309826,16605.21942942943
399,,,,,,,,3.9392654187894895,16646.552702702702
400,,,,,,,,3.941035318992208,16687.885975975976
401,,,,,,,,3.9427885767875104,16729.21924924925
402,,,,,,,,3.9445250845870468,16770.55252252252
403,,,,,,,,3.9462447358657453,16811.885795795795
404,,,,,,,,3.947947425161827,16853.21906906907
405,,,,,,,,3.9496330480767896,16894.552342342344
406,,,,,,,,3.951301501275413,16935.885615615614
407,,,,,,,,3.9529526824857593,16977.21888888889
408,,,,,,,,3.9545864904991794,17018.552162162163
409,,,,,,,,3.9562028251703,17059.885435435437
410,,,,,,,,3.957801587417031,17101.218708708708
411,,,,,,,,3.959382679220571,17142.551981981982
412,,,,,,,,3.960946003625394,17183.885255255256
413,,,,,,,,3.9624914647392613,17225.218528528527
414,,,,,,,,3.964018967733218,17266.5518018018
415,,,,,,,,3.965528418841585,17307.885075075075
416,,,,,,,,3.9670197253619714,17349.21834834835
417,,,,,,,,3.9684927956552754,17390.55162162162
418,,,,,,,,3.969947539145659,17431.884894894894
419,,,,,,,,3.971383866320586,17473.21816816817
420,,,,,,,,3.972801688730795,17514.551441441443
421,,,,,,,,3.974200918990304,17555.884714714713
422,,,,,,,,3.9755814707764188,17597.217987987988
423,,,,,,,,3.9769432588297273,17638.551261261262
424,,,,,,,,3.9782861989540983,17679.884534534536
425,,,,,,,,3.979610208016685,17721.217807807807
426,,,,,,,,3.980915203947921,17762.55108108108
427,,,,,,,,3.98220110574153,17803.884354354355
428,,,,,,,,3.983467833454506,17845.217627627626
429,,,,,,,,3.984715308207133,17886.5509009009
430,,,,,,,,3.985943452182977,17927.884174174174
431,,,,,,,,3.9871521886288916,17969.21744744745
432,,,,,,,,3.9883414418550016,18010.55072072072
433,,,,,,,,3.989511137234725,18051.883993993993
434,,,,,,,,3.9906612012047566,18093.217267267268
435,,,,,,,,3.991791561265078,18134.550540540542
436,,,,,,,,3.99290214597895,18175.883813813813
437,,,,,,,,3.9939928849729176,18217.217087087087
438,,,,,,,,3.995063708936807,18258.55036036036
439,,,,,,,,3.9961145496237296,18299.883633633635
440,,,,,,,,3.9971453398500794,18341.216906906906
441,,,,,,,,3.998156013495531,18382.55018018018
442,,,,,,,,3.9991465055030417,18423.883453453454
443,,,,,,,,4.0001167518788545,18465.216726726725
444,,,,,,,,4.001066689692492,18506.55
445,,,,,,,,4.001996257076761,18547.883273273274
446,,,,,,,,4.002905393227751,18589.216546546548
447,,,,,,,,4.003794038404832,18630.54981981982
448,,,,,,,,4.004662133930663,18671.883093093093
449,,,,,,,,4.005509622191176,18713.216366366367
450,,,,,,,,4.006336446635593,18754.54963963964
451,,,,,,,,4.007142551776419,18795.88291291291
452,,,,,,,,4.007927883189436,18837.216186186186
453,,,,,,,,4.008692387513713,18878.54945945946
454,,,,,,,,4.009436012451603,18919.882732732734
455,,,,,,,,4.010158706768734,18961.216006006005
456,,,,,,,,4.010860420294027,19002.54927927928
457,,,,,,,,4.011541103919682,19043.882552552554
458,,,,,,,,4.012200709601176,19085.215825825824
459,,,,,,,,4.012839190357276,19126.5490990991
460,,,,,,,,4.013456500270026,19167.882372372373
461,,,,,,,,4.014052594484765,19209.215645645647
462,,,,,,,,4.01462742921009,19250.548918918917
463,,,,,,,,4.01518096171791,19291.88219219219
464,,,,,,,,4.0157131503433945,19333.215465465466
465,,,,,,,,4.016223954485008,19374.54873873874
466,,,,,,,,4.016713334604493,19415.88201201201
467,,,,,,,,4.017181252226874,19457.215285285285
468,,,,,,,,4.017627669940461,19498.54855855856
469,,,,,,,,4.018052551396843,19539.881831831834
470,,,,,,,,4.018455861310896,19581.215105105104
471,,,,,,,,4.018837565460776,19622.54837837838
472,,,,,,,,4.019197630687923,19663.881651651653
473,,,,,,,,4.019536024897058,19705.214924924923
474,,,,,,,,4.019852717056186,19746.548198198197
475,,,,,,,,4.020147677196601,19787.88147147147
476,,,,,,,,4.020420876412859,19829.214744744746
477,,,,,,,,4.020672286862825,19870.548018018017
478,,,,,,,,4.020901881767633,19911.88129129129
479,,,,,,,,4.021109635411694,19953.214564564565
480,,,,,,,,4.021295523142715,19994.54783783784
481,,,,,,,,4.021459521371678,20035.88111111111
482,,,,,,,,4.021601607572855,20077.214384384384
483,,,,,,,,4.021721760283783,20118.54765765766
484,,,,,,,,4.021819959105303,20159.88093093093
485,,,,,,,,4.02189618470153,20201.214204204203
486,,,,,,,,4.021950418799854,20242.547477477478
487,,,,,,,,4.021982644190965,20283.88075075075
488,,,,,,,,4.021992844728818,20325.214024024022
489,,,,,,,,4.021981005330659,20366.547297297297
490,,,,,,,,4.021947111977016,20407.88057057057
491,,,,,,,,4.021891151711703,20449.213843843845
492,,,,,,,,4.02181311264181,20490.547117117116
493,,,,,,,,4.0217129839377135,20531.88039039039
494,,,,,,,,4.021590755833076,20573.213663663664
495,,,,,,,,4.021446419624829,20614.54693693694
496,,,,,,,,4.021279967673214,20655.88021021021
497,,,,,,,,4.021091393401724,20697.213483483483
498,,,,,,,,4.020880691297148,20738.546756756758
499,,,,,,,,4.020647856909567,20779.880030030028
500,,,,,,,,4.0203928868523295,20821.213303303302
501,,,,,,,,4.0201157788020785,20862.546576576577
502,,,,,,,,4.0198165314987255,20903.87984984985
503,,,,,,,,4.019495144745484,20945.21312312312
504,,,,,,,,4.019151619408831,20986.546396396396
505,,,,,,,,4.018785957418542,21027.87966966967
506,,,,,,,,4.018398161767665,21069.212942942944
507,,,,,,,,4.017988236512534,21110.546216216215
508,,,,,,,,4.017556186772769,21151.87948948949
509,,,,,,,,4.017102018731262,21193.212762762763
510,,,,,,,,4.016625739634198,21234.546036036038
511,,,,,,,,4.016127357791051,21275.879309309308
512,,,,,,,,4.015606882574549,21317.212582582582
513,,,,,,,,4.015064324420741,21358.545855855857
514,,,,,,,,4.014499694828927,21399.879129129127
515,,,,,,,,4.01391300636171,21441.2124024024
516,,,,,,,,4.013304272644965,21482.545675675676
517,,,,,,,,4.012673508367854,21523.87894894895
518,,,,,,,,4.0120207292828205,21565.21222222222
519,,,,,,,,4.011345952205592,21606.545495495495
520,,,,,,,,4.010649195015173,21647.87876876877
521,,,,,,,,4.009930476653863,21689.212042042043
522,,,,,,,,4.0091898171272256,21730.545315315314
523,,,,,,,,4.0084272375041285,21771.878588588588
524,,,,,,,,4.007642759916707,21813.211861861862
525,,,,,,,,4.006836407560382,21854.545135135137
526,,,,,,,,4.00600820469386,21895.878408408407
527,,,,,,,,4.005158176639132,21937.21168168168
528,,,,,,,,4.00428634978146,21978.544954954956
529,,,,,,,,4.00339275156941,22019.878228228226
530,,,,,,,,4.00247741051481,22061.2115015015
531,,,,,,,,4.00154035619278,22102.544774774775
532,,,,,,,,4.000581619241716,22143.87804804805
533,,,,,,,,3.999601231363314,22185.21132132132
534,,,,,,,,3.99859922532253,22226.544594594594
535,,,,,,,,3.9975756349476157,22267.87786786787
536,,,,,,,,3.9965304951301137,22309.211141141142
537,,,,,,,,3.9954638418248223,22350.544414414413
538,,,,,,,,3.9943757120498553,22391.877687687687
539,,,,,,,,3.9932661438865766,22433.21096096096
540,,,,,,,,3.992135176479665,22474.544234234236
541,,,,,,,,3.9909828500370566,22515.877507507506
542,,,,,,,,3.989809205829979,22557.21078078078
543,,,,,,,,3.9886142861929548,22598.544054054055
544,,,,,,,,3.987398134523763,22639.877327327325
545,,,,,,,,3.9861607952834874,22681.2106006006
546,,,,,,,,3.9849023139964848,22722.543873873874
547,,,,,,,,3.9836227372504025,22763.87714714715
548,,,,,,,,3.9823221126961617,22805.21042042042
549,,,,,,,,3.981000489047965,22846.543693693693
550,,,,,,,,3.9796579160833114,22887.876966966967
551,,,,,,,,3.978294444642969,22929.21024024024
552,,,,,,,,3.9769101266309947,22970.543513513512
553,,,,,,,,3.975505015014719,23011.876786786786
554,,,,,,,,3.9740791638247748,23053.21006006006
555,,,,,,,,3.9726326281550564,23094.54333333333
556,,,,,,,,3.9711654641627563,23135.876606606605
557,,,,,,,,3.969677729068341,23177.20987987988
558,,,,,,,,3.968169481155564,23218.543153153154
559,,,,,,,,3.966640779771452,23259.876426426425
560,,,,,,,,3.9650916853263296,23301.2096996997
561,,,,,,,,3.9635222592937946,23342.542972972973
562,,,,,,,,3.9619325642107297,23383.876246246247
563,,,,,,,,3.960322663677297,23425.209519519518
564,,,,,,,,3.958692622356949,23466.542792792792
565,,,,,,,,3.957042505976416,23507.876066066066
566,,,,,,,,3.9553723813257067,23549.20933933934
567,,,,,,,,3.9536823162581225,23590.54261261261
568,,,,,,,,3.9519723796902375,23631.875885885886
569,,,,,,,,3.9502426416019154,23673.20915915916
570,,,,,,,,3.9484931730363004,23714.54243243243
571,,,,,,,,3.946724046099817,23755.875705705705
572,,,,,,,,3.9449353339621736,23797.20897897898
573,,,,,,,,3.9431271108563744,23838.542252252253
574,,,,,,,,3.941299452078675,23879.875525525524
575,,,,,,,,3.9394524339886434,23921.208798798798
576,,,,,,,,3.9375861340091216,23962.542072072072
577,,,,,,,,3.935700630626233,24003.875345345346
578,,,,,,,,3.9337960033893755,24045.208618618617
579,,,,,,,,3.9318723329112433,24086.54189189189
580,,,,,,,,3.9299297008678122,24127.875165165166
581,,,,,,,,3.9279681899983254,24169.20843843844
582,,,,,,,,3.9259878841053255,24210.54171171171
583,,,,,,,,3.9239888680546255,24251.874984984985
584,,,,,,,,3.9219712277753382,24293.20825825826
585,,,,,,,,3.9199350502598405,24334.54153153153
586,,,,,,,,3.917880423563801,24375.874804804804
587,,,,,,,,3.915807436806171,24417.208078078078
588,,,,,,,,3.9137161801691756,24458.541351351352
589,,,,,,,,3.9116067448983425,24499.874624624623
590,,,,,,,,3.9094792233024687,24541.207897897897
591,,,,,,,,3.9073337087536215,24582.54117117117
592,,,,,,,,3.9051702956871726,24623.874444444446
593,,,,,,,,3.9029890796017725,24665.207717717716
594,,,,,,,,3.900790157059348,24706.54099099099
595,,,,,,,,3.8985736256851045,24747.874264264265
596,,,,,,,,3.8963395841675426,24789.20753753754
597,,,,,,,,3.894088132258437,24830.54081081081
598,,,,,,,,3.891819370772846,24871.874084084084
599,,,,,,,,3.8895334015891136,24913.207357357358
600,,,,,,,,3.8872303276488713,24954.54063063063
601,,,,,,,,3.8849102529570096,24995.873903903903
602,,,,,,,,3.882573282581735,25037.207177177177
603,,,,,,,,3.8802195226545155,25078.54045045045
604,,,,,,,,3.8778490803701073,25119.873723723722
605,,,,,,,,3.87546206398655,25161.206996996996
606,,,,,,,,3.8730585828251582,25202.54027027027
607,,,,,,,,3.8706387472705384,25243.873543543545
608,,,,,,,,3.868202668770591,25285.206816816815
609,,,,,,,,3.865750459836468,25326.54009009009
610,,,,,,,,3.8632822340426287,25367.873363363364
611,,,,,,,,3.8607981060268077,25409.206636636638
612,,,,,,,,3.858298191490015,25450.53990990991
613,,,,,,,,3.8557826071965633,25491.873183183183
614,,,,,,,,3.8532514709740324,25533.206456456457
615,,,,,,,,3.850704901713282,25574.539729729728
616,,,,,,,,3.848143019368462,25615.873003003002
617,,,,,,,,3.8455659449570097,25657.206276276276
618,,,,,,,,3.842973800559623,25698.53954954955
619,,,,,,,,3.840366709320322,25739.87282282282
620,,,,,,,,3.8377447954463646,25781.206096096095
621,,,,,,,,3.8351081842083237,25822.53936936937
622,,,,,,,,3.8324570019400417,25863.872642642644
623,,,,,,,,3.829791376038645,25905.205915915914
624,,,,,,,,3.8271114349645448,25946.53918918919
625,,,,,,,,3.824417308241432,25987.872462462463
626,,,,,,,,3.8217091264562812,26029.205735735733
627,,,,,,,,3.8189870212593524,26070.539009009008
628,,,,,,,,3.81625112536418,26111.872282282282
629,,,,,,,,3.8135015725476027,26153.205555555556
630,,,,,,,,3.8107384976497096,26194.538828828827
631,,,,,,,,3.807962036573893,26235.8721021021
632,,,,,,,,3.8051723262868355,26277.205375375375
633,,,,,,,,3.802369504818487,26318.53864864865
634,,,,,,,,3.799553711262073,26359.87192192192
635,,,,,,,,3.796725085774124,26401.205195195194
636,,,,,,,,3.7938837695744434,26442.53846846847
637,,,,,,,,3.791029904946107,26483.871741741743
638,,,,,,,,3.78816363523549,26525.205015015013
639,,,,,,,,3.785285104852239,26566.538288288288
640,,,,,,,,3.78239445926929,26607.871561561562
641,,,,,,,,3.779491845022859,26649.204834834833
642,,,,,,,,3.77657740971244,26690.538108108107
643,,,,,,,,3.7736513020008147,26731.87138138138
644,,,,,,,,3.7707136716140583,26773.204654654655
645,,,,,,,,3.7677646693414975,26814.537927927926
646,,,,,,,,3.764804447035788,26855.8712012012
647,,,,,,,,3.761833157612812,26897.204474474474
648,,,,,,,,3.7588509550517855,26938.53774774775
649,,,,,,,,3.7558579943951815,26979.87102102102
650,,,,,,,,3.7528544317487533,27021.204294294294
651,,,,,,,,3.7498404242815453,27062.537567567568
652,,,,,,,,3.7468161302258873,27103.870840840842
653,,,,,,,,3.7437817088773877,27145.204114114113
654,,,,,,,,3.740737320594939,27186.537387387387
655,,,,,,,,3.737683126800705,27227.87066066066
656,,,,,,,,3.734619289980159,27269.20393393393
657,,,,,,,,3.731545973682016,27310.537207207206
658,,,,,,,,3.728463342518322,27351.87048048048
659,,,,,,,,3.7253715621643653,27393.203753753754
660,,,,,,,,3.7222707993587374,27434.537027027025
661,,,,,,,,3.719161221903306,27475.8703003003
662,,,,,,,,3.7160429986632373,27517.203573573574
663,,,,,,,,3.712916299566949,27558.536846846848
664,,,,,,,,3.7097812956061684,27599.87012012012
665,,,,,,,,3.7066381588358936,27641.203393393393
666,,,,,,,,3.7034870623743994,27682.536666666667
667,,,,,,,,3.7003281804032655,27723.86993993994
668,,,,,,,,3.6971616881673373,27765.20321321321
669,,,,,,,,3.693987761974747,27806.536486486486
670,,,,,,,,3.690806579196903,27847.86975975976
671,,,,,,,,3.6876183182685063,27889.20303303303
672,,,,,,,,3.6844231586875327,27930.536306306305
673,,,,,,,,3.6812212810152514,27971.86957957958
674,,,,,,,,3.678012866876199,28013.202852852854
675,,,,,,,,3.6747980989582114,28054.536126126124
676,,,,,,,,3.6715771610123866,28095.8693993994
677,,,,,,,,3.6683502378531236,28137.202672672673
678,,,,,,,,3.6651175153581184,28178.535945945947
679,,,,,,,,3.6618791804682918,28219.869219219217
680,,,,,,,,3.658635421187914,28261.20249249249
681,,,,,,,,3.655386426584502,28302.535765765766
682,,,,,,,,3.6521323867888507,28343.86903903904
683,,,,,,,,3.6488734929950573,28385.20231231231
684,,,,,,,,3.6456099374604998,28426.535585585585
685,,,,,,,,3.6423419135058266,28467.86885885886
686,,,,,,,,3.6390696155149795,28509.20213213213
687,,,,,,,,3.6357932389351646,28550.535405405404
688,,,,,,,,3.6325129802769025,28591.86867867868
689,,,,,,,,3.6292290371139737,28633.201951951953
690,,,,,,,,3.625941608083436,28674.535225225223
691,,,,,,,,3.6226508928856545,28715.868498498498
692,,,,,,,,3.619357092284245,28757.20177177177
693,,,,,,,,3.6160604081061525,28798.535045045046
694,,,,,,,,3.612761043241549,28839.868318318317
695,,,,,,,,3.609459201643918,28881.20159159159
696,,,,,,,,3.606155088330037,28922.534864864865
697,,,,,,,,3.6028489093799534,28963.868138138136
698,,,,,,,,3.599540871936987,29005.20141141141
699,,,,,,,,3.5962311842077486,29046.534684684684
700,,,,,,,,3.592920055462147,29087.86795795796
701,,,,,,,,3.589607696033352,29129.20123123123
702,,,,,,,,3.58629431731782,29170.534504504503
703,,,,,,,,3.582980131775296,29211.867777777778
704,,,,,,,,3.5796653529288074,29253.20105105105
705,,,,,,,,3.576350195364669,29294.534324324322
706,,,,,,,,3.5730348747324667,29335.867597597597
707,,,,,,,,3.5697196077450677,29377.20087087087
708,,,,,,,,3.5664046121786477,29418.534144144145
709,,,,,,,,3.563090106872621,29459.867417417416
710,,,,,,,,3.5597763117297223,29501.20069069069
711,,,,,,,,3.5564634477159647,29542.533963963964
712,,,,,,,,3.553151736860632,29583.867237237235
713,,,,,,,,3.549841402256286,29625.20051051051
714,,,,,,,,3.5465326680587825,29666.533783783783
715,,,,,,,,3.543225759487256,29707.867057057058
716,,,,,,,,3.5399209028241354,29749.200330330328
717,,,,,,,,3.5366183254151062,29790.533603603602
718,,,,,,,,3.5333182556691627,29831.866876876877
719,,,,,,,,3.530020923058564,29873.20015015015
720,,,,,,,,3.526726558118876,29914.53342342342
721,,,,,,,,3.523435392448906,29955.866696696696
722,,,,,,,,3.5201476587107914,29997.19996996997
723,,,,,,,,3.516863590629912,30038.533243243244
724,,,,,,,,3.5135834229949543,30079.866516516515
725,,,,,,,,3.510307391657882,30121.19978978979
726,,,,,,,,3.507035733533937,30162.533063063063
727,,,,,,,,3.503768686601658,30203.866336336334
728,,,,,,,,3.5005064899028353,30245.199609609608
729,,,,,,,,3.4972493835425853,30286.532882882882
730,,,,,,,,3.4939976086892752,30327.866156156157
731,,,,,,,,3.4907514075745585,30369.199429429427
732,,,,,,,,3.4875110234933837,30410.5327027027
733,,,,,,,,3.484276700803961,30451.865975975976
734,,,,,,,,3.481048684927818,30493.19924924925
735,,,,,,,,3.477827222349738,30534.53252252252
736,,,,,,,,3.474612560617782,30575.865795795795
737,,,,,,,,3.471404948343321,30617.19906906907
738,,,,,,,,3.4682046352009754,30658.532342342343
739,,,,,,,,3.465011871928682,30699.865615615614
740,,,,,,,,3.461826910327641,30741.198888888888
741,,,,,,,,3.4586500032623246,30782.532162162162
742,,,,,,,,3.4554814046605182,30823.865435435433
743,,,,,,,,3.4523213695132644,30865.198708708707
744,,,,,,,,3.449170153874899,30906.53198198198
745,,,,,,,,3.4460280148630336,30947.865255255256
746,,,,,,,,3.4428952106585813,30989.198528528526
747,,,,,,,,3.4397720005057124,31030.5318018018
748,,,,,,,,3.4366586447118843,31071.865075075075
749,,,,,,,,3.4335554046478736,31113.19834834835
750,,,,,,,,3.4304625427476783,31154.53162162162
751,,,,,,,,3.4273803225086166,31195.864894894894
752,,,,,,,,3.4243090084913135,31237.19816816817
753,,,,,,,,3.4212488663196154,31278.531441441442
754,,,,,,,,3.4182001626806944,31319.864714714713
755,,,,,,,,3.4151631653249965,31361.197987987987
756,,,,,,,,3.412138143066246,31402.53126126126
757,,,,,,,,3.409125365781442,31443.864534534532
758,,,,,,,,3.4061251044108825,31485.197807807806
759,,,,,,,,3.4031376309581587,31526.53108108108
760,,,,,,,,3.4001632184901074,31567.864354354355
761,,,,,,,,3.3972021411368765,31609.197627627625
762,,,,,,,,3.3942546740918838,31650.5309009009
763,,,,,,,,3.3913210936118388,31691.864174174174
764,,,,,,,,3.388401677016738,31733.19744744745
765,,,,,,,,3.3854967026898413,31774.53072072072
766,,,,,,,,3.3826064500776942,31815.863993993993
767,,,,,,,,3.3797311996901342,31857.197267267267
768,,,,,,,,3.376871233100303,31898.530540540538
769,,,,,,,,3.374026832944585,31939.863813813812
770,,,,,,,,3.371198282922659,31981.197087087086
771,,,,,,,,3.368385867797506,32022.53036036036
772,,,,,,,,3.365589873395369,32063.86363363363
773,,,,,,,,3.362810586605776,32105.196906906905
774,,,,,,,,3.360048295381544,32146.53018018018
775,,,,,,,,3.3573032887387773,32187.863453453454
776,,,,,,,,3.3545758567568527,32229.196726726725
777,,,,,,,,3.351866290578427,32270.53
778,,,,,,,,3.349174882409457,32311.863273273273
779,,,,,,,,3.3465019255191626,32353.196546546547
780,,,,,,,,3.343847714240063,32394.529819819818
781,,,,,,,,3.341212543967946,32435.863093093092
782,,,,,,,,3.338596711161877,32477.196366366366
783,,,,,,,,3.3360005133442496,32518.529639639637
784,,,,,,,,3.3334242491006614,32559.86291291291
785,,,,,,,,3.330868218080072,32601.196186186186
786,,,,,,,,3.328332720994668,32642.52945945946
787,,,,,,,,3.3258180596199565,32683.86273273273
788,,,,,,,,3.3233245367947,32725.196006006005
789,,,,,,,,3.320852456420951,32766.52927927928
790,,,,,,,,3.318402123464061,32807.86255255255
791,,,,,,,,3.31597384395263,32849.195825825824
792,,,,,,,,3.313567924978585,32890.5290990991
793,,,,,,,,3.3111846746970874,32931.86237237237
794,,,,,,,,3.3088244023266387,32973.19564564565
795,,,,,,,,3.306487418148951,33014.52891891892
796,,,,,,,,3.3041740335090823,33055.862192192195
797,,,,,,,,3.3018845608153677,33097.19546546546
798,,,,,,,,3.2996193135393592,33138.528738738736
799,,,,,,,,3.2973786062159913,33179.86201201201
800,,,,,,,,3.2951627544433837,33221.195285285285
801,,,,,,,,3.2929720748830116,33262.52855855856
802,,,,,,,,3.2908068852596015,33303.86183183183
803,,,,,,,,3.288667504361162,33345.19510510511
804,,,,,,,,3.286554252038997,33386.528378378374
805,,,,,,,,3.2844674492076633,33427.86165165165
806,,,,,,,,3.282407417845068,33469.19492492492
807,,,,,,,,3.2803744809923034,33510.5281981982
808,,,,,,,,3.278368962753813,33551.86147147147
809,,,,,,,,3.276391188297327,33593.194744744746
810,,,,,,,,3.2744414838538134,33634.52801801802
811,,,,,,,,3.272520176717562,33675.86129129129
812,,,,,,,,3.270627595246114,33717.19456456456
813,,,,,,,,3.2687640688603326,33758.527837837835
814,,,,,,,,3.266929928044323,33799.86111111111
815,,,,,,,,3.265125504345489,33841.194384384384
816,,,,,,,,3.263351130374536,33882.52765765766
817,,,,,,,,3.2616071398054234,33923.86093093093
818,,,,,,,,3.259893867375416,33965.19420420421
819,,,,,,,,3.2582116488850246,34006.52747747747
820,,,,,,,,3.2565608211980948,34047.86075075075
821,,,,,,,,3.254941722241713,34089.19402402402
822,,,,,,,,3.2533546910062667,34130.527297297296
823,,,,,,,,3.2518000675454353,34171.86057057057
824,,,,,,,,3.2502781929761664,34213.193843843845
825,,,,,,,,3.2487894094786673,34254.52711711712
826,,,,,,,,3.24733406029648,34295.860390390386
827,,,,,,,,3.2459124897364005,34337.19366366366
828,,,,,,,,3.2445250431684975,34378.526936936934
829,,,,,,,,3.243172067026145,34419.86021021021
830,,,,,,,,3.241853908805989,34461.19348348348
831,,,,,,,,3.240570917067952,34502.52675675676
832,,,,,,,,3.2393234414352468,34543.86003003003
833,,,,,,,,3.238111832594364,34585.193303303306
834,,,,,,,,3.236936442295098,34626.52657657657
835,,,,,,,,3.2357976233504777,34667.85984984985
836,,,,,,,,3.2346957296368704,34709.19312312312
837,,,,,,,,3.2336311160939144,34750.526396396395
838,,,,,,,,3.232604138724473,34791.85966966967
839,,,,,,,,3.231615154594781,34833.192942942944
840,,,,,,,,3.2306645218342807,34874.52621621622
841,,,,,,,,3.2297525996357486,34915.859489489485
842,,,,,,,,3.228879748255209,34957.19276276276
843,,,,,,,,3.228046329012,34998.52603603603
844,,,,,,,,3.2272527042886967,35039.85930930931
845,,,,,,,,3.2264992375312067,35081.19258258258
846,,,,,,,,3.225786293248698,35122.525855855856
847,,,,,,,,3.2251142370136305,35163.85912912913
848,,,,,,,,3.224483435461721,35205.192402402405
849,,,,,,,,3.2238942562919886,35246.52567567567
850,,,,,,,,3.223347068266766,35287.858948948946
851,,,,,,,,3.222842241211579,35329.19222222222
852,,,,,,,,3.2223801460153396,35370.525495495494
853,,,,,,,,3.2219611546301863,35411.85876876877
854,,,,,,,,3.2215856400715426,35453.19204204204
855,,,,,,,,3.2212539764181263,35494.52531531532
856,,,,,,,,3.2209665388119335,35535.858588588584
857,,,,,,,,3.2207237034582477,35577.19186186186
858,,,,,,,,3.2205258476256002,35618.52513513513
859,,,,,,,,3.2203733496458837,35659.85840840841
860,,,,,,,,3.22026658891421,35701.19168168168
861,,,,,,,,3.2202059458889543,35742.524954954955
862,,,,,,,,3.2201918020918656,35783.85822822823
863,,,,,,,,3.2202245401078584,35825.191501501504
864,,,,,,,,3.2203045435852524,35866.52477477477
865,,,,,,,,3.220432197235543,35907.858048048045
866,,,,,,,,3.220607886833576,35949.19132132132
867,,,,,,,,3.220831999217442,35990.52459459459
868,,,,,,,,3.22110492228854,36031.85786786787
869,,,,,,,,3.221427045011544,36073.19114114114
870,,,,,,,,3.2217987574144185,36114.524414414416
871,,,,,,,,3.2222204505883605,36155.85768768768
872,,,,,,,,3.2226925166879234,36197.19096096096
873,,,,,,,,3.223215348930903,36238.52423423423
874,,,,,,,,3.223789341598399,36279.857507507506
875,,,,,,,,3.2244148900347396,36321.19078078078
876,,,,,,,,3.2250923906476134,36362.524054054054
877,,,,,,,,3.2258222409079407,36403.85732732733
878,,,,,,,,3.2266048393499234,36445.1906006006
879,,,,,,,,3.227440585571073,36486.52387387387
880,,,,,,,,3.2283298802321854,36527.857147147144
881,,,,,,,,3.229273125057294,36569.19042042042
882,,,,,,,,3.2302707228337733,36610.52369369369
883,,,,,,,,3.23132307741223,36651.85696696697
884,,,,,,,,3.2324305937065905,36693.19024024024
885,,,,,,,,3.2335936776940395,36734.523513513515
886,,,,,,,,3.2348127364150807,36775.85678678678
887,,,,,,,,3.2360881779734236,36817.19006006006
888,,,,,,,,3.2374204115361622,36858.52333333333
889,,,,,,,,3.2388098473336004,36899.856606606605
890,,,,,,,,3.2402568966593335,36941.18987987988
891,,,,,,,,3.2417619718702824,36982.52315315315
892,,,,,,,,3.243325486386598,37023.85642642643
893,,,,,,,,3.2449478546917265,37065.1896996997
894,,,,,,,,3.2466294923324592,37106.52297297297
895,,,,,,,,3.24837081591877,37147.85624624624
896,,,,,,,,3.2501722431239592,37189.18951951952
897,,,,,,,,3.252034192684641,37230.52279279279
898,,,,,,,,3.2539570844006764,37271.856066066066
899,,,,,,,,3.255941339135214,37313.18933933934
900,,,,,,,,3.257987378814686,37354.522612612614
901,,,,,,,,3.260095626428827,37395.85588588588
902,,,,,,,,3.262266506030617,37437.189159159156
903,,,,,,,,3.2645004427363635,37478.52243243243
904,,,,,,,,3.266797862725599,37519.855705705704
905,,,,,,,,3.2691591932412143,37561.18897897898
906,,,,,,,,3.2715848625892954,37602.52225225225
907,,,,,,,,3.2740753001392933,37643.85552552553
908,,,,,,,,3.2766309363238983,37685.1887987988
909,,,,,,,,3.279252202639057,37726.52207207207
910,,,,,,,,3.2819395316440625,37767.85534534534
911,,,,,,,,3.2846933569614536,37809.18861861862
912,,,,,,,,3.287514113277072,37850.52189189189
913,,,,,,,,3.2904022363400145,37891.855165165165
914,,,,,,,,3.2933581629626802,37933.18843843844
915,,,,,,,,3.2963823310207143,37974.52171171171
916,,,,,,,,3.2994751794531068,38015.85498498498
917,,,,,,,,3.302637148262116,38057.188258258255
918,,,,,,,,3.305868678513213,38098.52153153153
919,,,,,,,,3.3091702123352604,38139.8548048048
920,,,,,,,,3.312542192920296,38181.18807807808
921,,,,,,,,3.3159850645237157,38222.52135135135
922,,,,,,,,3.319499272464199,38263.854624624626
923,,,,,,,,3.32308526312365,38305.1878978979
924,,,,,,,,3.3267434839472902,38346.52117117117
925,,,,,,,,3.3304743834436277,38387.85444444444
926,,,,,,,,3.334278411184467,38429.187717717716
927,,,,,,,,3.338156017804836,38470.52099099099
928,,,,,,,,3.3421076550031183,38511.854264264264
929,,,,,,,,3.346133775540935,38553.18753753754
930,,,,,,,,3.350234833243213,38594.52081081081
931,,,,,,,,3.3544112829981523,38635.85408408408
932,,,,,,,,3.3586635807572174,38677.187357357354
933,,,,,,,,3.362992183535186,38718.52063063063
934,,,,,,,,3.367397549410088,38759.8539039039
935,,,,,,,,3.371880137523264,38801.18717717718
936,,,,,,,,3.376440408079348,38842.52045045045
937,,,,,,,,3.3810788223462183,38883.853723723725
